0;2874;12.941;1.84185;3.14553;3.702;1.28248;11.9938;0.00363092;0.00237406;0;0
1e-07;2772.64;9.45283;3.84474;4.085;1.87784;1.73944;14.2557;0.000958395;4.11803e-06;0;0
2e-07;2732.45;9.47493;3.96478;4.14648;1.89679;1.70445;14.191;0.0011222;4.5036e-06;0;0
3e-07;2713.5;9.48423;4.02251;4.17499;1.90573;1.68772;14.1612;0.00120939;4.70761e-06;0;0
4e-07;2703.28;9.48894;4.05394;4.19024;1.91056;1.67863;14.1453;0.0012593;4.8241e-06;0;0
5e-07;2698.22;9.49119;4.06958;4.19775;1.91294;1.67412;14.1374;0.00128478;4.88348e-06;0;0
6e-07;2695.47;9.4924;4.07809;4.20182;1.91424;1.67166;14.1332;0.00129884;4.91624e-06;0;0
7e-07;2693.86;9.49309;4.08311;4.20421;1.91501;1.67022;14.1307;0.00130719;4.93567e-06;0;0
8e-07;2692.94;9.49349;4.08597;4.20558;1.91544;1.66939;14.1293;0.00131196;4.9468e-06;0;0
9e-07;2692.46;9.49369;4.08744;4.20628;1.91566;1.66897;14.1286;0.00131443;4.95254e-06;0;0
1e-06;2692.21;9.4938;4.08824;4.20665;1.91579;1.66874;14.1282;0.00131576;4.95564e-06;0;0
1.1e-06;2692.06;9.49387;4.08871;4.20688;1.91586;1.6686;14.1279;0.00131655;4.95748e-06;0;0
1.2e-06;2691.98;9.4939;4.08895;4.20699;1.91589;1.66853;14.1278;0.00131696;4.95842e-06;0;0
1.3e-06;2691.94;9.49392;4.08908;4.20705;1.91591;1.6685;14.1278;0.00131717;4.95892e-06;0;0
1.4e-06;2691.91;9.49393;4.08916;4.20709;1.91593;1.66847;14.1277;0.00131731;4.95926e-06;0;0
1.5e-06;2691.9;9.49394;4.0892;4.20711;1.91593;1.66846;14.1277;0.00131738;4.95942e-06;0;0
1.6e-06;2691.89;9.49394;4.08922;4.20712;1.91594;1.66845;14.1277;0.00131742;4.9595e-06;0;0
1.7e-06;2691.89;9.49394;4.08924;4.20713;1.91594;1.66845;14.1277;0.00131744;4.95955e-06;0;0
1.8e-06;2691.88;9.49394;4.08924;4.20713;1.91594;1.66845;14.1277;0.00131745;4.95957e-06;0;0
1.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131745;4.95958e-06;0;0
2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
2.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
3.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
4.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
5.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
6.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
7.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
8.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.1e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.2e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.3e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.4e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.5e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.6e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.7e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.8e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
9.9e-06;2691.88;9.49394;4.08925;4.20713;1.91594;1.66845;14.1277;0.00131746;4.95959e-06;0;0
